Year,State,sumInsured,premiumRate,farmerShare,farmerShareValue,stateShare,stateShareValue,goiShare,goiShareValue,indemnityLevel,seasonCode,isPreviousSeasonYearInSubsidy,firstGoiSubsidy,categoryName,cropTypeCode,insuranceCompanyName,Policy Term (Days)
2020,tamilnadu,40879.0,26.25,2.0,817.58,12.75,5212.0725,11.5,4701.085,70,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3838
2020,tamilnadu,22971.0,34.69,2.0,459.42,18.69,4293.2799,14.0,3215.94,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2018,westbengal,53600.0,2.5,0.0,0.0,2.25,1206.0,0.25,134.0,80,1,False,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,4710
2020,tamilnadu,27664.0,68.4,2.0,553.28,54.900000000000006,15187.536,11.5,3181.36,70,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2022,andhrapradesh,45000.0,65.02,2.0,900.0,49.02,22059.0,14.0,6300.0,70,1,True,True,Millets,1,SBI GENERAL INSURANCE,3159
2020,chhattisgarh,45000.0,16.44,2.0,900.0,7.2200000000000015,3249.0,7.22,3249.0,90,1,False,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,3813
2021,andamannicobarislands,69506.0,9.0,0.5,347.53,5.0,3475.3,3.5,2432.71,80,1,True,False,Cereals,1,NATIONAL INSURANCE COMPANY LIMITED,3793
2019,haryana,38300.0,25.0,0.0,0.0,13.5,5170.5,11.5,4404.5,90,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,4710
2018,haryana,72000.0,6.0,2.0,1440.0,3.5,2520.0,0.5,360.0,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2018,haryana,72000.0,14.15,2.0,1440.0,7.575,5454.0,4.575,3294.0,90,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2020,tamilnadu,73112.0,2.2,2.0,1462.24,0.1000000000000001,73.112,0.1,73.112,70,1,False,True,Cereals,1,ORIENTAL INSURANCE,3838
2020,tamilnadu,50388.0,5.7,5.0,2519.4,0.3500000000000002,176.358,0.35,176.358,70,1,False,True,Vegetables,2,ORIENTAL INSURANCE,3838
2018,westbengal,76500.0,15.78,0.0,0.0,8.89,6800.85,6.89,5270.85,80,1,False,True,Cereals,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2022,andhrapradesh,45000.0,2.47,2.0,900.0,0.2350000000000002,105.75,0.235,105.75,70,1,True,True,Millets,1,SBI GENERAL INSURANCE,3159
2020,tamilnadu,40879.0,36.75,2.0,817.58,23.25,9504.3675,11.5,4701.085,70,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3838
2018,westbengal,90000.0,2.64,0.0,0.0,2.32,2088.0,0.32,288.0,90,1,False,True,Cereals,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2018,westbengal,71438.0,1.5,0.0,0.0,1.5,1071.57,0.0,0.0,80,1,False,True,Cereals,1,ORIENTAL INSURANCE,4710
2020,andamannicobarislands,98001.0,15.0,0.5,490.005,9.5,9310.095,5.0,4900.05,80,2,False,False,Vegetables,2,NATIONAL INSURANCE COMPANY LIMITED,3711
2020,andamannicobarislands,143114.0,15.0,0.5,715.57,9.5,13595.83,5.0,7155.7,80,2,False,False,Vegetables,2,NATIONAL INSURANCE COMPANY LIMITED,3711
2022,uttarpradesh,63609.0,4.65,1.5,954.135,1.5750000000000004,1001.84175,1.575,1001.84175,80,2,True,True,Pulses,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3370
2018,haryana,72000.0,5.73,2.0,1440.0,3.365,2422.8,0.365,262.8,90,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2018,haryana,72000.0,24.0,2.0,1440.0,12.5,9000.0,9.5,6840.0,90,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2019,haryana,76600.0,5.0,2.0,1532.0,3.0,2298.0,0.0,0.0,90,1,False,True,Fiber Crops,2,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4710
2020,chhattisgarh,32000.0,9.64,2.0,640.0,3.8200000000000007,1222.4,3.82,1222.4,80,1,False,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,3813
2021,rajasthan,13929.0,35.0,2.0,278.58,19.0,2646.51,14.0,1950.06,80,1,True,True,Millets,1,RELIANCE GENERAL INSURANCE CO. LTD.,3800
2022,himachalpradesh,30000.0,16.35,1.5,450.0,7.425000000000002,2227.5,7.425,2227.5,90,2,True,False,Cereals,1,AGRICULTURE INSURANCE COMPANY,3370
2021,rajasthan,102784.0,35.0,2.0,2055.68,21.5,22098.56,11.5,11820.16,80,1,True,True,Oilseeds,1,RELIANCE GENERAL INSURANCE CO. LTD.,3800
2018,westbengal,84400.0,3.11,0.0,0.0,3.11,2624.84,0.0,0.0,80,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2021,rajasthan,6040.0,38.31,2.0,120.8,22.31,1347.524,14.0,845.6,80,1,True,True,Fodder Crops,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3800
2021,rajasthan,3407.0,40.25,2.0,68.14,24.25,826.1975,14.0,476.98,80,1,True,True,Millets,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3800
2022,andhrapradesh,50000.0,2.43,2.0,1000.0,0.2150000000000001,107.5,0.215,107.5,70,1,True,True,Millets,1,SBI GENERAL INSURANCE,3159
2022,andhrapradesh,112500.0,4.73,2.0,2250.0,1.3650000000000004,1535.625,1.365,1535.625,70,1,True,True,Cereals,1,SBI GENERAL INSURANCE,3159
2020,tamilnadu,49400.0,17.26,5.0,2470.0,6.130000000000002,3028.22,6.13,3028.22,90,1,False,True,Vegetables,2,ORIENTAL INSURANCE,3838
2020,tamilnadu,40879.0,33.64,2.0,817.58,20.14,8233.0306,11.5,4701.085,90,1,False,True,Pulses,1,ORIENTAL INSURANCE,3838
2020,tamilnadu,32357.0,41.03,2.0,647.14,27.53,8907.8821,11.5,3721.055,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2020,tamilnadu,72989.0,25.15,2.0,1459.78,11.65,8503.2185,11.5,8393.735,90,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2021,haryana,85622.0,17.1488,5.0,4281.1,6.074400000000002,5201.02277,6.0744,5201.02277,90,1,True,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3793
2020,andamannicobarislands,112670.0,15.0,0.5,563.35,9.5,10703.65,5.0,5633.5,80,2,False,False,Vegetables,2,NATIONAL INSURANCE COMPANY LIMITED,3711
2022,andhrapradesh,95000.0,5.03,2.0,1900.0,1.5150000000000003,1439.25,1.515,1439.25,70,1,True,True,Cereals,1,SBI GENERAL INSURANCE,3159
2021,andamannicobarislands,65676.0,8.0,0.5,328.38,4.5,2955.42,3.0,1970.28,80,1,True,False,Cereals,1,NATIONAL INSURANCE COMPANY LIMITED,3793
2020,tamilnadu,22477.0,64.84,2.0,449.54,51.34,11539.6918,11.5,2584.855,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2021,haryana,88216.0,5.6729,2.0,1764.32,1.8364500000000004,1620.04273,1.83645,1620.04273,90,1,True,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,3793
2022,uttarpradesh,76190.0,28.0,1.5,1142.85,14.75,11238.025,11.75,8952.325,80,2,True,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3370
2020,tamilnadu,52759.0,31.22,2.0,1055.18,15.22,8029.9198,14.0,7386.26,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2020,tamilnadu,49400.0,26.25,5.0,2470.0,11.25,5557.5,10.0,4940.0,80,1,False,True,Vegetables,2,AGRICULTURE INSURANCE COMPANY,3838
2022,uttarpradesh,37471.0,8.55,1.5,562.065,3.525000000000001,1320.85275,3.525,1320.85275,90,2,True,True,Oilseeds,1,AGRICULTURE INSURANCE COMPANY,3370
2019,haryana,76600.0,20.0,2.0,1532.0,10.5,8043.0,7.5,5745.0,90,1,False,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,4710
2020,tamilnadu,46189.0,30.87,2.0,923.78,14.87,6868.3043,14.0,6466.46,90,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2019,haryana,76600.0,7.49,2.0,1532.0,4.245,3251.67,1.245,953.67,90,1,False,True,Fiber Crops,2,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,4710
2021,rajasthan,19898.0,33.0,2.0,397.96,17.0,3382.66,14.0,2785.72,80,1,True,True,Oilseeds,1,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3800
2020,tamilnadu,20748.0,39.9,2.0,414.96,26.4,5477.472,11.5,2386.02,70,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3838
2020,tamilnadu,20501.0,25.2,2.0,410.02,11.7,2398.617,11.5,2357.615,70,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3838
2022,andhrapradesh,37500.0,4.61,2.0,750.0,1.3050000000000004,489.375,1.305,489.375,70,1,True,True,Millets,1,SBI GENERAL INSURANCE,3159
2018,westbengal,75625.0,10.0,0.0,0.0,6.0,4537.5,4.0,3025.0,90,1,False,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,4710
2021,rajasthan,13312.0,40.0,2.0,266.24,24.0,3194.88,14.0,1863.68,80,1,True,True,Pulses,1,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD,3800
2019,haryana,76600.0,7.45,2.0,1532.0,4.225,3236.35,1.225,938.35,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2021,haryana,33730.0,30.0,1.5,505.95,16.75,5649.775,11.75,3963.275,90,2,True,True,Pulses,1,RELIANCE GENERAL INSURANCE CO. LTD.,3370
2019,haryana,38300.0,7.01,0.0,0.0,4.505,1725.415,2.505,959.415,90,1,False,True,Millets,1,SBI GENERAL INSURANCE,4710
2020,tamilnadu,31641.0,31.5,2.0,632.82,15.5,4904.355,14.0,4429.74,70,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3838
2020,rajasthan,33511.0,38.0,2.0,670.22,24.5,8210.195,11.5,3853.765,80,1,False,True,Pulses,1,FUTURE GENERALI INDIA INSURANCE CO. LTD.,3800
2019,haryana,76600.0,5.71,2.0,1532.0,3.355,2569.93,0.355,271.93,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2020,tamilnadu,34833.0,42.0,5.0,1741.65,27.0,9404.91,10.0,3483.3,70,1,False,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3838
2018,westbengal,80000.0,4.5,0.0,0.0,4.5,3600.0,0.0,0.0,80,1,False,True,Fiber Crops,2,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2018,westbengal,77500.0,12.6,0.0,0.0,7.3,5657.5,5.3,4107.5,80,1,False,True,Cereals,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2018,westbengal,69500.0,4.0,0.0,0.0,3.0,2085.0,1.0,695.0,80,1,False,True,Cereals,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2018,haryana,72000.0,9.73,2.0,1440.0,5.365,3862.8,2.365,1702.8,90,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2022,andhrapradesh,200000.0,17.17,5.0,10000.0,6.085000000000002,12170.0,6.085,12170.0,70,1,True,True,Condiments and Spices,2,SBI GENERAL INSURANCE,3159
2020,haryana,32124.0,30.0,1.5,481.86,16.75,5380.77,11.75,3774.57,90,2,False,False,Pulses,1,RELIANCE GENERAL INSURANCE CO. LTD.,3736
2020,uttarpradesh,76181.0,8.8,2.0,1523.62,3.400000000000001,2590.154,3.4,2590.154,90,1,False,True,Cereals,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3819
2020,uttarpradesh,8534.0,35.0,2.0,170.68,21.5,1834.81,11.5,981.41,90,1,False,True,Oilseeds,1,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3819
2018,westbengal,59700.0,5.0,0.0,0.0,3.5,2089.5,1.5,895.5,90,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,4710
2020,uttarpradesh,130000.0,5.74,5.0,6500.0,0.3700000000000002,481.0,0.37,481.0,90,2,False,False,Vegetables,2,AGRICULTURE INSURANCE COMPANY,4710
2020,tamilnadu,22601.0,40.61,2.0,452.02,27.11,6127.1311,11.5,2599.115,90,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2018,westbengal,65000.0,5.0,0.0,0.0,5.0,3250.0,0.0,0.0,80,1,False,True,Fiber Crops,2,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2020,tamilnadu,51376.0,28.5,2.0,1027.52,15.0,7706.4,11.5,5908.24,70,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2022,andhrapradesh,45000.0,56.64,2.0,900.0,40.64,18288.0,14.0,6300.0,70,1,True,True,Millets,1,SBI GENERAL INSURANCE,3159
2018,haryana,72000.0,10.39,2.0,1440.0,5.695,4100.4,2.695,1940.4,90,1,False,True,Fiber Crops,2,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,4710
2020,haryana,81545.0,17.1488,5.0,4077.25,6.074400000000002,4953.3695,6.0744,4953.3695,90,1,False,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3793
2020,uttarpradesh,11491.0,40.0,2.0,229.82,26.5,3045.115,11.5,1321.465,80,1,False,True,Oilseeds,1,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3819
2022,andhrapradesh,80000.0,49.0,5.0,4000.0,31.5,25200.0,12.5,10000.0,70,1,True,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3159
2020,tamilnadu,50635.0,31.5,5.0,2531.75,16.5,8354.775,10.0,5063.5,70,1,False,True,Vegetables,2,AGRICULTURE INSURANCE COMPANY,3838
2020,tamilnadu,67925.0,38.97,2.0,1358.5,25.47,17300.4975,11.5,7811.375,90,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2020,tamilnadu,46683.0,31.5,5.0,2334.15,16.5,7702.695,10.0,4668.3,80,1,False,True,Sugar and Starch Crops,2,AGRICULTURE INSURANCE COMPANY,3838
2022,haryana,92626.0,8.9464,2.0,1852.52,3.4732000000000007,3217.08623,3.4732,3217.08623,90,1,True,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,3159
2022,uttarpradesh,61637.0,4.82,1.5,924.555,1.6600000000000004,1023.1742,1.66,1023.1742,90,2,True,True,Pulses,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3370
2022,puducherry,67500.0,4.78,1.5,1012.5,1.6400000000000003,1107.0,1.64,1107.0,70,2,True,False,Cereals,1,NATIONAL INSURANCE COMPANY LIMITED,3370
2022,puducherry,67500.0,4.53,1.5,1012.5,1.5150000000000003,1022.625,1.515,1022.625,90,2,True,False,Cereals,1,NATIONAL INSURANCE COMPANY LIMITED,3370
2020,tamilnadu,23733.0,36.75,5.0,1186.65,19.25,4568.6025,12.5,2966.625,70,1,False,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3838
2020,tamilnadu,25072.0,31.5,5.0,1253.6,14.0,3510.08,12.5,3134.0,80,1,False,True,Fiber Crops,2,AGRICULTURE INSURANCE COMPANY,3838
2018,haryana,72000.0,8.0,2.0,1440.0,4.5,3240.0,1.5,1080.0,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2020,andamannicobarislands,120535.0,15.0,0.5,602.675,9.5,11450.825,5.0,6026.75,80,2,False,False,Vegetables,2,NATIONAL INSURANCE COMPANY LIMITED,3711
2020,andamannicobarislands,64299.0,8.0,0.5,321.495,4.5,2893.455,3.0,1928.97,80,1,False,True,Cereals,1,NATIONAL INSURANCE COMPANY LIMITED,3793
2020,maharashtra,35000.0,36.07,1.5,525.0,20.32,7112.0,14.25,4987.5,70,2,False,False,Pulses,1,AGRICULTURE INSURANCE COMPANY,3736
2020,tamilnadu,19637.0,64.46,2.0,392.74,48.46,9516.0902,14.0,2749.18,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2020,rajasthan,12256.0,37.45,2.0,245.12,21.450000000000003,2628.912,14.0,1715.84,80,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3800
2022,haryana,35416.0,30.0,1.5,531.24,16.75,5932.18,11.75,4161.38,90,2,True,True,Pulses,1,RELIANCE GENERAL INSURANCE CO. LTD.,3370
2020,tamilnadu,50635.0,37.78,2.0,1012.7,24.28,12294.178,11.5,5823.025,70,1,False,True,Oilseeds,1,ORIENTAL INSURANCE,3838
2018,haryana,72000.0,7.0,2.0,1440.0,4.0,2880.0,1.0,720.0,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2022,andhrapradesh,42500.0,5.65,2.0,850.0,1.8250000000000004,775.625,1.825,775.625,70,1,True,True,Pulses,1,SBI GENERAL INSURANCE,3159
2022,andhrapradesh,45000.0,31.05,2.0,900.0,15.05,6772.5,14.0,6300.0,70,1,True,True,Pulses,1,SBI GENERAL INSURANCE,3159
2022,rajasthan,71972.0,8.64,1.5,1079.58,3.5700000000000007,2569.4004,3.57,2569.4004,80,2,True,False,Oilseeds,1,AGRICULTURE INSURANCE COMPANY,3370
2020,rajasthan,71972.0,8.64,1.5,1079.58,3.5700000000000007,2569.4004,3.57,2569.4004,80,2,False,True,Oilseeds,1,AGRICULTURE INSURANCE COMPANY,3736
2022,tamilnadu,34457.0,40.0,1.5,516.855,24.25,8355.8225,14.25,4910.1225,90,2,True,False,Pulses,1,AGRICULTURE INSURANCE COMPANY,3370
2018,westbengal,80000.0,5.0,0.0,0.0,5.0,4000.0,0.0,0.0,80,1,False,True,Fiber Crops,2,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2018,haryana,72000.0,18.0,2.0,1440.0,9.5,6840.0,6.5,4680.0,90,1,False,True,Fiber Crops,2,SBI GENERAL INSURANCE,4710
2020,rajasthan,6856.0,39.0,2.0,137.12,23.0,1576.88,14.0,959.84,80,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3800
2020,tamilnadu,25688.0,58.79,2.0,513.76,45.29,11634.0952,11.5,2954.12,90,1,False,True,Millets,1,ORIENTAL INSURANCE,3838
2018,westbengal,75625.0,5.18,0.0,0.0,3.59,2714.9375,1.59,1202.4375,90,1,False,True,Cereals,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2022,uttarpradesh,53414.0,2.93,1.5,801.21,0.7150000000000002,381.9101,0.715,381.9101,90,2,True,True,Pulses,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3370
2021,uttarpradesh,56608.0,27.72,2.0,1132.16,14.22,8049.6576,11.5,6509.92,80,1,True,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3819
2021,uttarpradesh,28667.0,4.07,2.0,573.34,1.0350000000000004,296.70345,1.035,296.70345,80,1,True,True,Millets,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3819
2021,uttarpradesh,23302.0,28.0,2.0,466.04,14.5,3378.79,11.5,2679.73,80,1,True,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3819
2021,uttarpradesh,18484.0,5.15,2.0,369.68,1.5750000000000004,291.123,1.575,291.123,90,1,True,True,Millets,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3819
2020,uttarpradesh,25012.0,5.03,2.0,500.24,1.5150000000000003,378.9318,1.515,378.9318,80,1,False,True,Millets,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3819
2020,uttarpradesh,44050.0,30.0,2.0,881.0,16.5,7268.25,11.5,5065.75,90,1,False,True,Pulses,1,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3819
2020,tamilnadu,40879.0,31.5,2.0,817.58,18.0,7358.22,11.5,4701.085,80,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3838
2020,rajasthan,23115.0,28.0,2.0,462.3,14.5,3351.675,11.5,2658.225,80,1,False,True,Millets,1,SBI GENERAL INSURANCE,3800
2020,tamilnadu,87932.0,31.5,5.0,4396.6,14.0,12310.48,12.5,10991.5,80,1,False,True,Sugar and Starch Crops,2,AGRICULTURE INSURANCE COMPANY,3838
2021,odisha,73250.0,5.36,1.5,1098.75,1.9300000000000004,1413.725,1.93,1413.725,70,2,True,False,Cereals,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,3370
2021,uttarpradesh,48956.0,4.48,2.0,979.12,1.2400000000000004,607.0544,1.24,607.0544,90,1,True,True,Millets,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3819
2020,rajasthan,20701.0,35.0,2.0,414.02,19.0,3933.19,14.0,2898.14,80,1,False,True,Pulses,1,AGRICULTURE INSURANCE COMPANY,3800
2018,westbengal,75000.0,5.0,0.0,0.0,3.5,2625.0,1.5,1125.0,90,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,4710
2018,westbengal,70000.0,3.5,0.0,0.0,2.75,1925.0,0.75,525.0,80,1,False,True,Cereals,1,HDFC ERGO GENERAL INSURANCE CO. LTD.,4710
2018,westbengal,74500.0,3.0,0.0,0.0,2.5,1862.5,0.5,372.5,80,1,False,True,Cereals,1,AGRICULTURE INSURANCE COMPANY,4710
2022,haryana,46314.0,9.5798,2.0,926.28,3.7899000000000007,1755.25429,3.7899,1755.25429,90,1,True,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3159
2022,andhrapradesh,42500.0,54.47,2.0,850.0,38.47,16349.75,14.0,5950.0,70,1,True,True,Pulses,1,SBI GENERAL INSURANCE,3159
2020,uttarpradesh,39913.0,28.0,2.0,798.26,14.5,5787.385,11.5,4589.995,90,1,False,True,Millets,1,AGRICULTURE INSURANCE COMPANY,3819
2020,uttarpradesh,33155.0,16.67,2.0,663.1,7.335000000000002,2431.9193,7.335,2431.9193,80,1,False,True,Millets,1,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY,3819
2020,haryana,42008.0,30.0,2.0,840.16,16.5,6931.32,11.5,4830.92,90,1,False,True,Millets,1,RELIANCE GENERAL INSURANCE CO. LTD.,3793
2022,tamilnadu,99541.0,34.0,5.0,4977.05,16.5,16424.265,12.5,12442.625,90,2,True,False,Vegetables,2,AGRICULTURE INSURANCE COMPANY,3370
2022,tamilnadu,164996.0,35.3,5.0,8249.8,20.3,33494.188,10.0,16499.6,80,2,True,False,Fruits,2,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3370
2022,tamilnadu,34210.0,29.78,1.5,513.15,16.53,5654.913,11.75,4019.675,80,2,True,False,Oilseeds,1,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3370
2022,tamilnadu,84474.0,36.5,1.5,1267.11,23.25,19640.205,11.75,9925.695,80,2,True,False,Cereals,1,IFFCO TOKIO GENERAL INSURANCE CO. LTD.,3370
